,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryTitle_clean,averageRating,numVotes
47,s84,TV Show,Metal Shop Masters,,Jo Koy,,"September 10, 2021",2021,TV-MA,1 Season,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",metal shop masters,tt15216520,tvSeries,Metal Shop Masters,Metal Shop Masters,0.0,2021.0,,,"Game-Show,Reality-TV",metal shop masters,5.7,719.0
48,s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,"September 10, 2021",2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",omo ghetto: the saga,tt14099462,movie,Omo Ghetto: The Saga,Omo Ghetto: The Saga,0.0,2020.0,,110,"Action,Adventure,Comedy",omo ghetto: the saga,7.6,111.0
49,s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,"September 10, 2021",2021,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,prey,tt15198608,movie,Prey,Prey,0.0,2021.0,,87,"Adventure,Drama,Thriller",prey,4.3,9746.0
50,s88,TV Show,Titipo Titipo,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,"September 10, 2021",2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,titipo titipo,tt12987396,tvSeries,Titipo Titipo,Titipo Titipo,0.0,2019.0,2019.0,15,"Adventure,Animation,Comedy",titipo titipo,6.8,42.0
51,s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",blood brothers: malcolm x & muhammad ali,tt15095938,movie,Blood Brothers: Malcolm X & Muhammad Ali,Blood Brothers: Malcolm X & Muhammad Ali,0.0,2021.0,,95,"Biography,Documentary,History",blood brothers: malcolm x & muhammad ali,6.9,1275.0
52,s91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States","September 9, 2021",2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",paradise hills,tt6127004,movie,Paradise Hills,Paradise Hills,0.0,2019.0,,95,"Fantasy,Mystery,Sci-Fi",paradise hills,5.3,18408.0
53,s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",,France,"September 9, 2021",2021,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,the women and the murderer,tt15216504,movie,The Women and the Murderer,Les femmes et l'assassin,0.0,2021.0,,92,"Crime,Documentary",the women and the murderer,6.4,1680.0
54,s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",jj+e,tt12299824,movie,JJ+E,Vinterviken,0.0,2021.0,,90,"Drama,Romance",jj+e,5.4,2699.0
55,s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",2018,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,show dogs,tt5691024,movie,Show Dogs,Show Dogs,0.0,2018.0,,92,"Adventure,Comedy,Crime",show dogs,4.0,5220.0
56,s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,"September 7, 2021",2018,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",if i leave here tomorrow: a film about lynyrd skynyrd,tt6214722,movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,0.0,2018.0,,97,"Biography,Documentary,Music",if i leave here tomorrow: a film about lynyrd skynyrd,7.8,1705.0
57,s98,TV Show,Kid Cosmic,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,"September 7, 2021",2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,kid cosmic,tt9248538,tvSeries,Kid Cosmic,Kid Cosmic,0.0,2021.0,2022.0,25,"Action,Adventure,Animation",kid cosmic,7.9,1916.0
58,s99,TV Show,Octonauts: Above & Beyond,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,"September 7, 2021",2021,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",octonauts: above & beyond,tt15211330,tvSeries,Octonauts: Above & Beyond,Octonauts: Above & Beyond,0.0,2021.0,,25,"Adventure,Animation,Family",octonauts: above & beyond,7.2,211.0
59,s100,TV Show,On the Verge,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States","September 7, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",on the verge,tt5540990,tvSeries,On the Verge,On the Verge,0.0,2021.0,2021.0,35,Comedy,on the verge,6.5,3776.0
60,s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,"September 5, 2021",2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",angamaly diaries,tt6167894,movie,Angamaly Diaries,Angamaly Diaries,0.0,2017.0,,132,"Action,Comedy,Thriller",angamaly diaries,7.9,6946.0
61,s108,Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,"September 4, 2021",2018,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",a champion heart,tt4738912,movie,A Champion Heart,A Horse from Heaven,0.0,2018.0,,90,Family,a champion heart,6.1,466.0
62,s109,TV Show,Dive Club,,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,"September 3, 2021",2021,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",dive club,tt13275052,tvSeries,Dive Club,Dive Club,0.0,2021.0,2021.0,27,"Adventure,Drama,Family",dive club,6.2,1365.0
63,s112,TV Show,Sharkdog,,"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji","United States, Singapore","September 3, 2021",2021,TV-Y,1 Season,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",sharkdog,tt12211696,tvSeries,Sharkdog,Sharkdog,0.0,2021.0,,7,"Adventure,Animation,Comedy",sharkdog,6.0,263.0
64,s114,Movie,Afterlife of the Party,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",,"September 2, 2021",2021,TV-PG,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,afterlife of the party,tt11742798,movie,Afterlife of the Party,Afterlife of the Party,0.0,2021.0,,109,"Comedy,Drama,Fantasy",afterlife of the party,5.8,11228.0
65,s115,Movie,Anjaam,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar",India,"September 2, 2021",1994,TV-14,143 min,"Dramas, International Movies, Thrillers","A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",anjaam,tt0109134,movie,Anjaam,Anjaam,0.0,1994.0,,170,"Crime,Drama,Thriller",anjaam,6.6,7608.0
66,s116,Movie,Bright Star,Jane Campion,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin","United Kingdom, Australia, France","September 2, 2021",2009,PG,119 min,"Dramas, Romantic Movies",This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,bright star,tt0810784,movie,Bright Star,Bright Star,0.0,2009.0,,119,"Biography,Drama,Romance",bright star,6.9,29286.0
67,s119,Movie,Gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma",India,"September 2, 2021",2017,TV-14,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",gurgaon,tt4699202,movie,Gurgaon,Gurgaon,0.0,2017.0,,107,"Crime,Thriller",gurgaon,6.4,2576.0
68,s122,TV Show,Hotel Del Luna,,"Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho",,"September 2, 2021",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",hotel del luna,tt10220588,tvSeries,Hotel Del Luna,Hotel Del Luna,0.0,2019.0,2019.0,80,"Action,Comedy,Drama",hotel del luna,8.1,16203.0
69,s123,Movie,In the Cut,Jane Campion,"Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer","United Kingdom, Australia, France, United States","September 2, 2021",2003,R,118 min,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",in the cut,tt0199626,movie,In the Cut,In the Cut,0.0,2003.0,,119,"Mystery,Thriller",in the cut,5.4,27257.0
70,s124,TV Show,Luv Kushh,,,,"September 2, 2021",2012,TV-Y7,1 Season,Kids' TV,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.",luv kushh,tt30393873,tvSeries,Luv Kushh,Luv Kushh,0.0,2012.0,2014.0,,Animation,luv kushh,8.0,11.0
71,s126,TV Show,Q-Force,,"Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers",United States,"September 2, 2021",2021,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",q-force,tt10140028,tvSeries,Q-Force,Q-Force,0.0,2021.0,2021.0,30,"Action,Adventure,Animation",q-force,6.7,6831.0
72,s127,Movie,Shikara,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai",India,"September 2, 2021",2020,TV-14,115 min,"Dramas, International Movies, Romantic Movies",A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,shikara,tt10930586,movie,Shikara,Shikara,0.0,2020.0,,118,"Drama,History,Romance",shikara,3.4,15558.0
73,s128,Movie,A Cinderella Story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada","September 1, 2021",2004,PG,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,a cinderella story,tt0356470,movie,A Cinderella Story,A Cinderella Story,0.0,2004.0,,95,"Comedy,Family,Romance",a cinderella story,5.9,98186.0
74,s130,Movie,An Unfinished Life,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States","September 1, 2021",2005,PG-13,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",an unfinished life,tt0350261,movie,An Unfinished Life,An Unfinished Life,0.0,2005.0,,108,"Drama,Family,Romance",an unfinished life,7.0,35024.0
75,s134,Movie,Chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States","September 1, 2021",2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",chappie,tt1823672,movie,Chappie,Chappie,0.0,2015.0,,120,"Action,Crime,Drama",chappie,6.8,278305.0
76,s135,Movie,Clear and Present Danger,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz","United States, Mexico","September 1, 2021",1994,PG-13,142 min,"Action & Adventure, Dramas","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",clear and present danger,tt0109444,movie,Clear and Present Danger,Clear and Present Danger,0.0,1994.0,,141,"Action,Crime,Drama",clear and present danger,6.9,112779.0
77,s136,Movie,Cliffhanger,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield","United States, Italy, France, Japan","September 1, 2021",1993,R,113 min,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",cliffhanger,tt0106582,movie,Cliffhanger,Cliffhanger,0.0,1993.0,,113,"Action,Adventure,Thriller",cliffhanger,6.5,144916.0
78,s137,Movie,Cold Mountain,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone","United States, Italy, Romania, United Kingdom","September 1, 2021",2003,R,154 min,"Dramas, Romantic Movies","This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",cold mountain,tt0159365,movie,Cold Mountain,Cold Mountain,0.0,2003.0,,154,"Adventure,Drama,Romance",cold mountain,7.2,160910.0
79,s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson","Australia, United States","September 1, 2021",2001,PG,95 min,"Action & Adventure, Comedies","When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",crocodile dundee in los angeles,tt0231402,movie,Crocodile Dundee in Los Angeles,Crocodile Dundee in Los Angeles,0.0,2001.0,,95,"Adventure,Comedy,Crime",crocodile dundee in los angeles,4.8,26973.0
